,type,geometry.type,geometry.coordinates,properties.id,properties._scope,properties.allowDonations,properties.classification,properties.countPlanted,properties.countTarget,properties.country,properties.currency,properties.fixedRates,properties.image,properties.isApproved,properties.isFeatured,properties.isPublished,properties.isTopProject,properties.location,properties.minTreeCount,properties.name,properties.paymentDefaults.fixedTreeCountOptions,properties.paymentDefaults.fixedDefaultTreeCount,properties.purpose,properties.reviewScore,properties.reviews,properties.slug,properties.taxDeductionCountries,properties.tpo.image,properties.tpo.address.zipCode,properties.tpo.address.country,properties.tpo.address.address,properties.tpo.address.city,properties.tpo.name,properties.tpo.id,properties.tpo.email,properties.tpo.slug,properties.treeCost,properties.unitCost,properties.description,properties.metadata.degradationCause,properties.metadata.longTermPlan,properties.metadata.mainChallenge,properties.metadata.motivation,properties.options,properties.paymentDefaults,properties.fixedRates.CHF,properties.metadata.actions,properties.metadata.benefits,properties.metadata.coBenefits,properties.metadata.ecologicalBenefits,properties.metadata.socialBenefits
123,Feature,Point,"[34.882965087891, -0.57574256884307]",proj_Sg6hjdf9X9lXmITqfE6pAZFs,map,False,large-scale-planting,111406.0,1000000.0,KE,EUR,[],60f7e153a980c327094925.jpg,False,False,True,False,Sironga Village of Nyamira County,0.0,Greening schools project,"[0, 0, 0, 0]",0.0,trees,0,[],treeplanting,"['DE', 'US', 'ES']",,40500,KE,"Box 1139, Box 1139",Nyamira,NYASEMI SELF HELP GROUP,tpo_0obqPqPWpLUyFilpNfYkrU3k,nyasemigroup@yahoo.com,nyasemi-self-help-group,1.5,1.5,,,,,,[],,,,,,,
124,Feature,Point,"[29.091555781223, 1.1949852764402]",proj_A3EqDd17uZ6TwSxz43j8Z71B,map,True,managed-regeneration,8845.0,1000000.0,CD,EUR,[],5d134a162ead2058366593.JPG,True,False,True,False,"Nyakasojo, Nyakabingo Parish – Bulembia Division Kabughabugha Village, Rukoki Sub county – Kasese District",1.0,Greening and Conserving for the future,"[10, 25, 50, 100]",5.0,trees,0,"[{'pdf': '6453af799047a142237483.pdf', 'id': 'prev_nC36TJt8Kr8I', 'issueMonth': '11-2021'}]",greening-and-conserving-for-the-future,"['DE', 'US', 'ES']",5e1c6a760d52b438163866.jpeg,N/A,UG,"Umoja Cell, Nyamwamba Division, Kasese Municipality – Kasese –District",Kasese Municipality,Rwenzori Rural Health Services – Natural Resource Department,tpo_4LsMtKNjmNhkJo1uWTH4gyOU,rrhsnr40@gmail.com,rwenzori-rural-health-services-natural-resource-department,1.5,1.5,,,,,,[],,,,,,,
125,Feature,Point,"[31.548889, -0.996111]",proj_XZfs0Uc9SDdnO1ZzIyni55cs,map,True,large-scale-planting,39.0,20000.0,UG,EUR,[],5fc678f0d2f18443962904.png,False,False,True,False,"Minziro, Uganda",2.0,Minziiro Local Forest Group,"[10, 25, 50, 100]",5.0,trees,0,[],trofaco-minziiro,"['DE', 'US', 'ES']",,2300 S,DK,Hf Elmebo 28,Copenhagen,Tropical Farmer Connect,tpo_rawRbftRP309VI2KXXQ61Ntn,ceo@trofaco.org,tropical-farmer-connect-1,6.0,6.0,,,,,,[],,,,,,,
126,Feature,Point,"[4.6238027137778, 50.966577082444]",proj_WpxQ3gwHsnHjf27bU54X0zbO,map,True,large-scale-planting,2259.0,875000.0,BE,EUR,[],6080233b06e5d394782798.jpeg,False,False,True,False,,1.0,Natuurpunt creates 700 ha of new forests in Flanders (Belgium),"[10, 20, 50, 100]",5.0,trees,0,[],www-natuurpunt-be-bos-voor-iedereen,"['DE', 'US', 'ES']",,2800,BE,Coxiestraat 11,Mechelen,Natuurpunt,tpo_Ovkp1m14GwYvRQpbqlsON8vs,miguel.surmont@natuurpunt.be,natuurpunt-1,8.0,8.0,,,,,,[],,,,,,,
127,Feature,Point,"[46.717303, -16.322381]",proj_8sONCwHESNzSLdPGiFmQE8Bk,map,True,large-scale-planting,831.0,2000000.0,MG,EUR,[],6079465911c71922388196.jpg,False,False,True,False,,2.0,"Increasing Lemur Habitat Connectivity in Ankarafantsika National Park, North West Madagascar","[10, 25, 50, 100]",5.0,trees,0,[],increasing-lemur-habitat-connectivity-in-ankarafantsika-national-park-north-west-madagascar,"['DE', 'US', 'ES']",,N1E 4J1,CA,34 Mitchell Street,Guelph,Planet Madagascar,tpo_slSGZdKG06VSjcPYy2sD78Nt,travis@planetmadagascar.org,planet-madagascar,2.37,2.37,,,,,,[],,,,,,,
128,Feature,Point,"[-0.020645, 51.518359]",proj_sgFVCzkFf9b0HMqxRAoI38Lp,map,False,urban-planting,250.0,250.0,GB,EUR,[],61f445f974acf465492154.jpg,False,False,True,False,Furze Green,0.0,United Kingdom 2022 - Salesforce Trees for a Changing Climate,"[0, 0, 0, 0]",0.0,trees,0,[],otp-united-kingdom-2022,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,90.94,90.94,,,,,,[],,,,,,,
129,Feature,Point,"[39.97303, -3.35523]",proj_2eV54jAVwjsXPqW8irLOedKj,map,True,large-scale-planting,3917.0,2000000.0,KE,EUR,[],63a39db0d657b274905830.jpg,True,False,True,True,,0.0,"SeaTrees Mangrove Forest: Mida Creek and Marereni, Kenya",,,trees,0,"[{'pdf': '6449b8a63c7e4306935677.pdf', 'id': 'prev_VkUjRYAjy5Op', 'issueMonth': '03-2023'}]",seatreesmidacreek,"['DE', 'US', 'ES']",63dda14d1f455468724037.png,90266,US,PO Box 3058,Manhattan Beach,Sustainable Surf,tpo_roDMoDBCMRwcXo2ebBVrJc8N,projects@sustainablesurf.org,seatrees-1,0.92,0.92,,,,,,[],,,,,,,
130,Feature,Point,"[145.652164, -17.253946]",proj_Rn1A8KSeZmsxekhCL1jyKLcM,map,False,large-scale-planting,42.0,70000.0,AU,EUR,[],60e509c840223897224078.png,False,False,True,False,,1.0,Tropical Australia Reforestation,"[10, 25, 50, 100]",5.0,trees,0,[],tropicalaustraliareforestation,"['DE', 'US', 'ES']",605c3d6166825597365851.png,2482,AU,81 83 Burringbar St,Mullumbimby,Rainforest Rangers,tpo_YAyAMCLvBdM5r5LFrfD8Ts9a,zia@rainforestrangers.org,rainforest-rangers,7.0,7.0,,,,,,[],,,,,,,
131,Feature,Point,"[-51.528523159182, -22.003157640596]",proj_rcvxw70YfVmPJiVnhw37iy9n,map,True,managed-regeneration,47854.0,10000000.0,BR,EUR,[],63bd4e5958efa419709817.jpg,False,False,True,False,"Teodoro Sampaio, São Paulo State, Brazil. Pontal do Paranapanema, Atlantic Forest Bioesfere Reserve.",2.0,CORRIDORS FOR LIFE: Improving Livelihoods and Connecting Forests in Brazil,"[5, 10, 25, 50]",2.0,trees,0,[],corridors-for-life-improving-livelihoods-and-connecting-forests-in-brazil,"['DE', 'US', 'ES']",60b909ca47013819401022.jpg,12960-000,BR,"Rod. Dom Pedro I, km 47",Nazaré Paulista,IPÊ - Instituto de Pesquisas Ecológicas,tpo_HI79HUzGexh4DuvafUk5oYXh,lcullen@ipe.org.br,ipe-instituto-de-pesquisas-ecologicas,2.0,2.0,,,,,,[],,,,,,,
132,Feature,Point,"[30.34698, -29.55498]",proj_VjRLsu9uBdGlCuvdB7VUaMeH,map,True,large-scale-planting,210.0,10000.0,ZA,EUR,[],61792b6ac7155892785302.jpg,False,False,True,False,South Africa,1.0,Ferncliffe forest wilding,"[10, 25, 50, 100]",5.0,trees,0,[],ferncliffe-forest-wilding-1,"['DE', 'US', 'ES']",,3201,ZA,90 Warwick Rd,Pietermaritzburg,Ferncliffe forest wilding,tpo_9JSIPa3oGPzUhF7N0WiRlvo6,admin@ferncliffe.org,ferncliffe-forest-wilding-1,12.0,12.0,,,,,,[],,,,,,,
133,Feature,Point,"[10.112571716308594, 5.796703484798858]",proj_unbbgFmXWpbM98qChyFJrJr9,map,True,large-scale-planting,16126.0,15000000.0,CM,EUR,[],601af0371e0d4461392714.jpeg,False,False,True,False,"Mount Bamboutos landscape, Cameroon",1.0,Mount Bamboutos Initiative (MBI),"[10, 20, 50, 100]",5.0,trees,0,[],mount-bamboutos-initiative,"['DE', 'US', 'ES']",,P.O. Box 189,CM,"Civil Society Building, NGO Street, Co-Cathedral Road, Check-point Molyko",Buea,Environment and Rural Development Foundation (ERuDeF),tpo_BeiOn3BqZYf0yEn9MKiJe7X5,hq@erudef.org,environment-and-rural-development-foundation-erudef-1,0.45,0.45,,,,,,[],,,,,,,
134,Feature,Point,"[97.30532111487759, 3.599069393337873]",proj_zlEj4pfcjaux7XVOH2gUvUXU,map,True,,,70516.0,ID,EUR,[],61e1cba5e20b7973102191.JPG,,,True,,,,"Strengthening Women’s Initiatives to Protect the Leuser Ecosystem in Aceh Province, Indonesia",,,conservation,0,[],conservation-wea-leuser,"['DE', 'US', 'ES']",611c3a82614fd369033389.jpg,94704,US,2150 Allston Way Suite 460,Berkeley,Women's Earth Alliance,prf_DPuHSu4G1RXXIZ1nAvqG68CE,info@womensearthalliance.org,womens-earth-alliance,,0.0,,,,,,[],,,,,,,
135,Feature,Point,"[-75.375586, 6.697111]",proj_2DvPGB3vj6HiPRjer3hqYYst,map,True,natural-regeneration,70.0,7000.0,CO,EUR,[],60a3a98866d8e341316653.JPG,False,False,True,False,"Guanacas Reserve, Colombia",1.0,Restoring the Andean cloud forest at the Guanacas Reserve,"[10, 25, 50, 100]",5.0,trees,0,[],restoring-the-andean-cloud-forest-at-the-guanacas-reserve,"['DE', 'US', 'ES']",60bf8864787f6476060474.png,050021,CO,Calle 5 A # 43 A- 73,medellin,Fundacion Guanacas,tpo_B4giGGAuxsJ7wNNQUK0MvZHt,maria.moreno@fundacionguanacas.org,fundacion-guanacas,15.0,15.0,,,,,,[],,,,,,,
136,Feature,Point,"[31.44443739005326, 1.67498919269821]",proj_EZQ1nnevs6MoIjIzjlAFjU6M,map,False,,,,UG,EUR,[],61b4facfcedf2519779900.jpg,,,True,,,,Protection of Relic Albertine Forests in the Budongo-Bugoma,,,conservation,0,[],conservation-jgi-uganda,"['DE', 'US', 'ES']",,20036,US,"1120 20th St. NW, #520s",Washington,Jane Goodall Institute - USA,tpo_yXD78K1WOIwXOLrohlKJNQI1,treesfor@janegoodall.org,the-jane-goodall-institute,0.0,0.0,,,,,,[],,,,,,,
137,Feature,Point,"[49.31735097344203, -18.163798096445888]",proj_qJifVeiquX8oPPdXbT7DdiJO,map,True,large-scale-planting,94.0,10000.0,MG,EUR,[],633fdad20759e007146679.jpg,False,False,True,False,,0.0,Bottom-Up Restoration at Ambodihazomamy Village,,,trees,0,[],bottom-up-restoration-ambodihazomamy,"['DE', 'US', 'ES']",60816fafa3ba4488896471.jpeg,55104,US,P.O. Box 4362,St.Paul,Green Again Madagascar,tpo_dPYrMcwYvGF8WpMXbaP3aXTx,GreenAgainMadagascar@gmail.com,green-again-madagascar,3.12,3.12,,,,,,[],,,,,,,
138,Feature,Point,"[103.585814, 15.230825]",proj_D4vq9sQe6HCxhRFv6qJpdKpq,map,True,agroforestry,68.0,500.0,TH,EUR,[],61308fc0ca1f2269711771.jpg,False,False,True,False,,1.0,Organic fair trade fruits for a better future,"[10, 25, 50, 100]",5.0,trees,0,[],organic-fair-trade-fruits,"['DE', 'US', 'ES']",60ae06a09a9ba665048248.jpeg,32120,TH,"64 Moo 8, Baan Cha Niang, Tambon Ba, Changwat Tha Tum",Surin,Endangered Trees,tpo_wdoPNANTpqaSyT5wWf3Ru3WV,rolf@beunite.com,endangered-trees,2.99,2.99,,,,,,[],,,,,,,
139,Feature,Point,"[46.697882671, -19.461468424758]",proj_5mla3wsSbiceybDkUrKF1Wef,map,True,mangroves,2259536.0,80000000.0,MG,EUR,[],5f7de66317501617614595.jpeg,False,False,True,False,Madagascar,2.0,Eden Reforestation Projects - Madagascar,"[10, 25, 50, 100]",5.0,trees,0,[],eden-reforestation-projects-madagascar,"['DE', 'US', 'ES']",5cae3e3395e52084699403.jpeg,91741,US,303 W Foothill Blvd. Unit 13,Glendora,Eden Reforestation Projects,tpo_4DeNcQv0Dn8bFAm12PlY8zec,info@edenprojects.org,eden-reforestation-projects,0.14,0.14,,,,,,[],,,,,,,
140,Feature,Point,"[31.565416102393, -0.31309184622488]",proj_LQXRrN330VeiiJ09A0nOd1X7,map,True,other-planting,43.0,8000.0,UG,EUR,[],630cb638b4ec5076214701.jpg,False,False,True,False,,0.0,Bachumbira  Tree  Planting Campaign,,,trees,0,[],https-kisigaj-wixsite-com-sohmsk-projects,"['DE', 'US', 'ES']",,112,UG,"Kizito House, Cathedral Road,",Masaka,Seeds of Hope,tpo_oU67b7gsPJuFxLLFps6G3F6I,seedsofhopemasaka@gmail.com,seeds-of-hope,3.73,3.73,,,,,,[],,,,,,,
141,Feature,Point,"[39.85994, -3.6281000553330998]",proj_StWEs2TGZFPf1WgfT6IJQoLC,map,False,other-planting,90000.0,90000.0,KE,EUR,[],5f50cf393d87b408808590.jpeg,False,False,True,False,"Kilifi County, Kenya",1.0,"Community Mangrove Restoration, Kenya","[10, 25, 50, 100]",5.0,trees,0,[],community-mangrove-restoration-kenya,"['DE', 'US', 'ES']",62f17359ebb67864676307.png,29464,US,"1007 Johnnie Dodds Blvd, Suite 134",Mount Pleasant,Climate Impact Partners,tpo_6CjTMsBqdVKNbZKq5hlGBLji,rfay@naturalcapitalpartners.com,natural-capital-partners,2.69,2.69,,,,,,[],,,,,,,
142,Feature,Point,"[37.68949246045348, -0.861726454955908]",proj_vwXy0Ql7P0Gb5nTGjTYaZQJ2,map,True,large-scale-planting,22959.0,100000.0,KE,EUR,[],62974007d07d8513763607.jpg,False,False,True,False,,0.0,Building the Foundation for Forest Landscape Restoration at Scale,"[0, 0, 0, 0]",0.0,trees,0,[],projecthope-com,"['DE', 'US', 'ES']",,40200,KE,1515,KISII,MWITO SELF HELP GROUP,tpo_vNp7GP4RTK3UZcA7MNbJMkrJ,chonde22@yahoo.com,mwito-self-help-group,0.16,0.16,,,,,,[],,,,,,,
143,Feature,Point,"[34.0, -11.5]",proj_iS4tktbXYmiwI2vq2iqWbViX,map,True,urban-planting,3.0,5000.0,MW,EUR,[],60e3381ec263f368211269.jpg,False,False,True,False,,1.0,Tiny Paradise,"[25, 50, 100, 250]",10.0,trees,0,[],tinyparadise,"['DE', 'US', 'ES']",5d19d4edc6d42276439570.png,K78 P8F1,IE,"Eiscear Riada, Pettycannon, Lucan",Co. Dublin,Wells for Zoë,tpo_UTiLA0xghdjAnm8c35sT0Mhc,info@wellsforzoe.org,wells-for-zoe,295.0,295.0,,,,,,[],,,,,,,
144,Feature,Point,"[-1.711231, 6.6726469999999996]",proj_T4MTc3lAH5nF7hbh0q2Icbn4,map,False,urban-planting,29070.0,85000.0,GH,EUR,[],5fe31fd7bcb7d857595520.jpeg,False,False,True,False,"Atwima, Ghana",2.0,Ashantree | River Run Tree Plantation,"[10, 20, 50, 100]",5.0,trees,0,[],ashantree-rritp-atwima,"['DE', 'US', 'ES']",5e4aef8bf1eda234592629.png,NA,GH,P.O. Box BA 282,BANTAMA KUMASI,AshanTrees Organization,tpo_bCfaim6wMk05vZSBBB2bRzDH,info@ashantree.com,ashantrees-organization,2.0,2.0,,,,,,[],,,,,,,
145,Feature,Point,"[-72.449512481689, 19.120111509098]",proj_vNIY8JgkxRtWu6K1S6kuK7Qa,map,False,natural-regeneration,1721.0,1000000.0,HT,EUR,[],5e67b71a319bc667944535.jpeg,False,False,True,False,Caribbean region,1.0,Caribbean Tree Planting Project  (CTPP),"[25, 100, 150, 200]",50.0,trees,0,[],caribbean-tree-planting-project-ctpp,"['DE', 'US', 'ES']",5e6f4c90e1d84595677163.png,Half Way Tree,JM,31 Red Hills Road,St Andrew,Caribbean Tree Planting Project,tpo_RbrlBs0ExJhnDh4Vjtz4yCVV,cariphilalliancetrees@gmail.com,caribbean-philanthropic-alliance,11.37,11.37,,,,,,[],,,,,,,
146,Feature,Point,"[116.81968937566, -32.067346187576]",proj_QU4TNMgPdBqH7Y1wikSQ3Cd4,map,True,large-scale-planting,14537.0,160000.0,AU,EUR,[],5e4bc3989549a065537686.jpeg,False,False,True,False,Western Australia,1.0,Caring for Country in Western Australia,"[1, 1, 1, 1]",1.0,trees,0,[],caring-for-country-in-western-australia,"['DE', 'US', 'ES']",5ffc3ff493b11240420636.jpeg,1033 SE,NL,Kraanspoor 26,Amsterdam,Commonland Foundation,tpo_E456VG8SIXjFhD1KzLEflWRD,info@commonland.com,commonland-foundation,1.27,1.27,,,,,,[],,,,,,,
147,Feature,Point,"[38.291211, -4.798891]",proj_AtWoOu6eiBOyrhNFRs8z5VeY,map,True,large-scale-planting,23359634.0,100000000.0,TZ,EUR,[],64770b389077b484147149.jpg,False,False,True,False,Tanzania,1.0,Tree planting for biodiversity conservation,"[10, 20, 50, 100]",5.0,trees,0,[],tree-planting-for-biodiversity-conservation,"['DE', 'US', 'ES']",5c3dda1598305324121422.jpeg,+255,TZ,P.O.BOX 151 LUSHOTO,Tanga,FRIENDS OF USAMBARA SOCIETY,tpo_MfX1DQir3S4OIAKexaz0P3Gi,info@usambaratravels.com,friends-of-usambara-society,0.2,0.2,,,,,,[],,,,,,,
148,Feature,Point,"[25.60446, 51.27081]",proj_TyWUH3XF1qFC0l6d4ueZLYvk,map,True,agroforestry,497.0,7200.0,UA,EUR,[],63ed3b18e8cb2902694245.jpg,False,False,True,False,,0.0,"Manevytsia forestry, Ukraine",,,trees,0,[],agro-foresty-manevytsia,"['DE', 'US', 'ES']",6182501189268575745554.png,08630,UA,"10 Desnyanska St, Kyiv region, Ukraine",Kyiv,Mama Saves The Planet,tpo_5lKgOs29A3jM2dh4RqCukhhM,Oksana.butrameeva@gmail.com,mamaplantatree-com,2.0,2.0,,,,,,[],,,,,,,
149,Feature,Point,"[-84.80486, 10.278253]",proj_c3QC9qaK5t02tt6RTquzSG9r,map,True,agroforestry,783.0,2000.0,CR,EUR,[],60e306e234eaf310487578.jpg,False,False,True,False,,0.0,TreesForSeas: Parque Ceiba,"[0, 0, 0, 0]",0.0,trees,0,[],https-www-astilleroverde-org-trees-for-seas-1,"['DE', 'US', 'ES']",60be9f5d4f2ef056460181.jpg,60103,CR,200m Oeste al Súper La Familia,Punta Morales,TreesForSeas,tpo_2catjABE9mBMrJ88MB2KqadC,info@astilleroverde.org,treesforseas,5.0,5.0,,,,,,[],,,,,,,
150,Feature,Point,"[79.756598, 12.245995]",proj_mD2EAJmhfgm3gsux56izjdGA,map,False,large-scale-planting,0.0,70000.0,IN,EUR,[],60c6ea9d4c836863915647.jpg,False,False,True,False,India,1.0,"Trees for Tribals, Viluppuram, Tamil Nadu, India","[10, 25, 50, 100]",5.0,trees,0,[],https-www-grow-trees-com-projectdetails-php-id-100,"['DE', 'US', 'ES']",5ef42eeb784f8410845027.png,400005,IN,"G3, Scheherazade, Justice Vyas Road, Colaba",Mumbai,Grow-Trees.com,tpo_ClVP3HJIwY0xoYATblC1KBE4,alliance@grow-trees.com,grow-trees,1.2,1.2,,,,,,[],,,,,,,
151,Feature,Point,"[31.11976395, 1.404715129]",proj_i3ELY8Aq6GMpet2BokCZ6x0n,map,False,natural-regeneration,79721.0,2000000.0,UG,EUR,[],5c0669f08c65a039128667.jpeg,False,False,True,False,Uganda,1.0,Sustainable Timber and Household Woodlots,"[1, 1, 1, 1]",1.0,trees,0,[],sustainable-timber-and-household-woodlots,"['DE', 'US', 'ES']",5d36e79ff2144551873475.jpeg,245,UG,PO Box 245,Hoima,The Bulindi Chimpanzee & Community Project,tpo_3NCx76sPjt663SvEroJr9Uoa,bccp@bulindichimpanzees.co.uk,the-bulindi-chimpanzee-community-project,0.9500000000000001,0.9500000000000001,,,,,,[],,,,,,,
152,Feature,Point,"[-83.317608710306, 8.4471635735511]",proj_7gmlF7Q8aL65V7j7AG9NW8Yy,map,False,large-scale-planting,463771.0,348000.0,CR,EUR,[],613b83d3ad3b2469822764.jpg,False,False,True,False,,2.0,Costa Rica - Ridge to Reef,"[10, 25, 50, 100]",5.0,trees,0,[],ridge-to-reef,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,0.9500000000000001,0.9500000000000001,,,,,,[],,,,,,,
153,Feature,Point,"[31.13967667, 1.377257403]",proj_LbegUSF08Keuw0gMR5SdK3vu,map,True,natural-regeneration,106349.0,3000000.0,UG,EUR,[],638f29af722ad389211939.JPG,True,False,True,True,"Uganda, Hoima District",1.0,Bulindi Chimpanzee and Community Project (BCCP),"[1, 1, 1, 1]",1.0,trees,0,"[{'pdf': '6453b5a357425095001115.pdf', 'id': 'prev_dPqdFqjEweD2', 'issueMonth': '11-2021'}]",bccp,"['DE', 'US', 'ES']",5d36e79ff2144551873475.jpeg,245,UG,PO Box 245,Hoima,The Bulindi Chimpanzee & Community Project,tpo_3NCx76sPjt663SvEroJr9Uoa,bccp@bulindichimpanzees.co.uk,the-bulindi-chimpanzee-community-project,1.0,1.0,,,,,,[],,,,,,,
154,Feature,Point,"[39.112207031448, -6.7823307478945996]",proj_zD0ka2pSTr202yEj6SQFAzxF,map,True,natural-regeneration,7273.0,250000.0,TZ,EUR,[],637b3d8b271f1425699220.jpg,False,False,True,False,,0.0,"RESTORATION OF THE BURNT TARAWE FOREST RESERVE-HANDENI,TANZANIA",,,trees,0,[],http-www-inukayouth-org-1,"['DE', 'US', 'ES']",62f4f54f29788128940734.png,00000,TZ,P.O.Box 356 Handeni Tanga-Tanzania,Tanga-Tanzania,Inuka Youth Development Organization,prf_DkRx7Gadboaq9yDvOibWjOzb,inukayouth2021@gmail.com,inuka-youth-development-organization,0.41000000000000003,0.41000000000000003,,,,,,[],,,,,,,
155,Feature,Point,"[114.429413, -2.123951]",proj_R4CZdfML0w5D46JUdTh3qNgU,map,False,natural-regeneration,3196.0,55550.0,ID,EUR,[],5d653f7450b28648540741.jpg,False,False,True,False,"Tuanan, Mawas area, Central-Kalimantan",1.0,Sustainable Community Development and Renaturation in Tumbang Mangkutub,"[1, 1, 1, 1]",1.0,trees,0,[],sustainable-community-development-and-renaturation-in-tumbang-mangkutub,"['DE', 'US', 'ES']",5d6540dfcde7a123587199.png,8004,CH,Zweierstrasse 38A,Zürich,Borneo Orangutan Survival Schweiz (BOS Schweiz),tpo_13bGs2NvEx6dIOBtXgReKFCw,moritz.wyss@bos-schweiz.ch,borneo-orangutan-survival-schweiz-bos-schweiz,8.07,8.07,,,,,,[],,,,,,,
156,Feature,Point,"[-74.224555910545, 6.7332653418249]",proj_nua2hRfsSaBgf3rSG151u9hD,map,True,natural-regeneration,2536.0,13000.0,CO,EUR,[],5fbdffb5708f4557975116.jpg,True,True,True,True,Colombia,2.0,Community-based restoration at El Silencio Natural Reserve,"[10, 25, 50, 100]",5.0,trees,0,"[{'pdf': '6453c925c85d4290069895.pdf', 'id': 'prev_yCTI1YP9XHhB', 'issueMonth': '03-2022'}]",community-based-restoration-at-el-silencio-natural-reserve,"['DE', 'US', 'ES']",5f68ff0e4f82f724981528.png,111221,CO,Calle 65 # 16-69,Bogotá,Fundacion Biodiversa Colombia,tpo_hZGlaDhWhJCoLqMnHdSTRbcw,fundacionbiodiversacolombia@gmail.com,fundacion-biodiversa-colombia,4.0,4.0,,,,,,[],,,,,,,
157,Feature,Point,"[24.532084928552, -28.528660285738]",proj_1y4M0K04UnCHkUc3u1W31ZDJ,map,True,natural-regeneration,254.0,5000000.0,ZA,EUR,[],5e79f89b529f3215972288.png,False,False,True,False,"Barkley West, South Africa",1.0,5MTrees,"[25, 50, 100, 500]",10.0,trees,0,[],5mtrees,"['DE', 'US', 'ES']",5e7cd26f317cc020526722.png,8375,ZA,"6 Short Street, Barkley West",Barkley West,LLB Africa,tpo_AX00eohh7jljikdtAhHaVv82,kwasi@llbafrica.org.za,llb-africa,4.22,4.22,,,,,,[],,,,,,,
158,Feature,Point,"[28.20720042740452, -26.017642891531995]",proj_qHXqiZND9hSkmVWZTRJD2uzi,map,False,urban-planting,5000.0,5000.0,ZA,EUR,[],61703619ba403680639821.jpg,False,False,True,False,,1.0,South Africa 2022 - Trees for a Changing Climate,"[10, 25, 50, 100]",5.0,trees,0,[],southafrica,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,8.0,8.0,,,,,,[],,,,,,,
159,Feature,Point,"[19.401068, -5.07377]",proj_9eVSkp3PhXmWvaSo0CqGgRxZ,map,True,large-scale-planting,2034507.0,50000000.0,CD,EUR,[],5de645dd612ed603291872.JPG,False,False,True,False,"Idiofa, Congo",2.0,Faja Lobi in Idiofa,"[10, 25, 50, 100]",5.0,trees,0,[],faja-lobi-in-idiofa,"['DE', 'US', 'ES']",5de67e948c086068023050.jpeg,9000,BE,Tarbotstraat 31,Gent,Faja Lobi VZW,tpo_hJ2fPgjdT64O258Tb0un5U87,ymensas@hotmail.com,faja-lobi-vzw,4.0,4.0,,,,,,[],,,,,,,
160,Feature,Point,"[-49.22319, -20.794240098633]",proj_nNyQoc7XC4hxrJlJLyvr4j6Z,map,True,large-scale-planting,6085.0,100000.0,BR,EUR,[],5fc681619bcc7992543306.jpeg,False,True,True,False,Brazil,2.0,Restoring Hope for the Atlantic Forest of Brazil,"[10, 25, 50, 100]",5.0,trees,0,[],savingnaturebrazil,"['DE', 'US', 'ES']",5fc50dea818ec973678129.png,27713,US,1 Bland Spring Place,Durham,Saving Nature,tpo_sDS4GLOM85BTsVFwbFkXf4zh,erinwilligan@yahoo.com,saving-nature,3.5,3.5,,,,,,[],,,,,,,
161,Feature,Point,"[-107.857602, 37.461798]",proj_LZ3573Pl6ZGjsusKr9F8ZkVi,map,False,large-scale-planting,99813.0,85000.0,US,EUR,[],615f0d3bcadff230134222.jpg,False,False,True,False,"Colorado, United States",2.0,416 Fire Restoration in Colorado,"[10, 25, 50, 100]",5.0,trees,0,[],416-fire-restoration-in-colorado,"['DE', 'US', 'ES']",,20005,US,1220 L St NW Ste. 750,Washington,American Forests,tpo_oR8JJGUsx2g5w7JbEl32gaGp,sschmid@americanforests.org,american-forests,1.18,1.18,,,,,,[],,,,,,,
162,Feature,Point,"[15.201220682102, 49.391323203549]",proj_56BrN2lU7PGJc6iLsU5FQmT6,map,True,large-scale-planting,20479.0,1000000.0,CZ,EUR,[],640392676d5c1264829418.jpg,False,False,True,False,,0.0,Home for Trees,"[0, 0, 0, 0]",0.0,trees,0,[],home-for-trees,"['DE', 'US', 'ES']",616052a56051e054499520.jpg,257 22,CZ,Družstevní 339,Čerčany,Home for Trees,prf_WiD5vrK8HUDehAduhcpExV3c,info@homefortrees.com,home-for-trees,3.0,3.0,,,,,,[],,,,,,,
163,Feature,Point,"[-6.7844272536578, 37.158810821419]",proj_Ly4lVzw50r6hJtocv74al9Ps,map,True,large-scale-planting,127624.0,600000.0,ES,EUR,[],5f31109427338482270453.jpeg,False,True,True,False,"Huelva, Spain",1.0,Doñana Restoration,"[10, 20, 50, 1000]",5.0,trees,0,[],donana-restoration-project-phase-i,"['DE', 'ES', 'US']",,08015,ES,"Diputació, 119-121, 3-2",Barcelona,Plant-for-the-Planet Spain Foundation,tpo_hIje0zxERUTkGhBwyYBuGG2G,info@planetspain.org,plant-for-the-planet-spain-foundation,6.0,6.0,,,,,,[],,,,,,,
